"average_stars","compliment_cool","compliment_cute","compliment_funny","compliment_hot","compliment_list","compliment_more","compliment_note","compliment_photos","compliment_plain","compliment_profile","compliment_writer","cool","elite","fans","friends","funny","name","review_count","useful","user_id","yelping_since"
"4.33","3","0","3","4","0","0","3","0","4","0","0","18","[]","2","[""dOoegLxE2cbjh75ETf_6hw"",""bJiEoTDoZJ737KhQtKsBbw"",""jtM-lajwSwW65wJRaMuFxg"",""SY0rwHz69MUie4RQm02v6w"",""ChxvE8ISg7Dm1ejJyoKjyg"",""cFubXywYZHvmwwKb5spgQQ"",""8prr02BTumjFLYSLmMpO1Q"",""trHsXvTxRQnZ5takb75-mw"",""IuLO-H95xqnW5HDSnkx0Ww"",""6HjTQy4nx5xeJ3_oP6Poug"",""u-JO-9TPVfWJEZe3s158lw"",""9QnLY-UhvRUCZD1ky1xNKA"",""w1VEx5DWK5j0CPuejatsvQ"",""0LzxzSM6oqOilJ_Tx8AXzg"",""jrgfWasVL5LAg_OpCUXzlA"",""F2IbnY4CpTfSxQijPtDKKg"",""OL6QFe8MkX91hMizbeWWZQ"",""DdPNaY_11s1MgbseQewQ5w"",""oqOOEEbKF2AOpslye_9CIQ"",""8NZbsQbakI4v88SfSPLVKg"",""OVBoQ6NIsullZL04j-Nmjw"",""BzRgNA4tGWr3NN__U-xInA"",""iVud4V4GB6c8OFor6P0EaA"",""keBv05MsMFBd0Hu98vXThQ"",""ghZ5K6OnX_qnMfv5Ud-u7g"",""_wWlaDeQ_zPhO8_n1KToJQ"",""yWfbvo0LXhssOsH9FNJ8Jw"",""YOAwMvosjmUmFhlEYUSBKQ"",""iLYE_zMg0VxdHZlDIlt1Cg"",""5VgB2_wBNEC3DEOMB8_8ZQ"",""HsLItODUCfGh5u5Oml9_ag"",""jJDEwznWHQIaT4Z0lIFl5A"",""YshEkGvjWClHLCuC3W_d9A"",""jbGIMoecQm9zG8Ppmx-Y-Q"",""LUrMJLH1GfNXUWYR458mVw"",""uyfJR4csz_gxBOqCeA5ztw"",""3tLPT5PzOemSed-ERxwSQg"",""8DEyKVyplnOcSKx39vatbg"",""GMWXbdLPZIBCW0YWfdKyxA"",""1V0rAPFc4EbKDek6y6eGJw"",""gWdDx0PAoChAAj1gy7XkQA""]","14","SUMMER","22","29","kyhxBq6x_Pl1GEgq0g-CFA","2011-04-29"
"3.44","2384","106","2384","1652","30","195","1163","279","1719","112","946","1386","[2006,2008,2012,2011,2014,2013,2017,2016,2010,2015,2005,2009,2007]","669","[""KKlGiwN0g8p89eQkMyhvKg"",""pnfVIB7UhvCQ7X2K0Q2XIw"",""zvQ7B3KZuFOX7pYLsOxhpA"",""53-0CIUo-pd5ysfvHXb2yQ"",""O-s2Rm5dd1RrcfKDeyNxpg"",""9UaQnSBUgItgJy-yZKK_CA"",""8drMKNHWavs2g6uf0pLtvg"",""rUV1FUhji5xMjNBpcq5SXg"",""3Vd_ATdvvuVVgn_YCpz8fw"",""yrGIgk5eaWy-eewLNv4KHQ"",""WJKocp9RE0KatUwh3_DkGg"",""8SgjU2fID9VqKQooFt1DIQ"",""A0j21z2Q1HGic7jW6e9h7A"",""lKnF4MitVC7dEcrhQEinHg"",""wTfb2nfzPIyFcYQArdPtuQ"",""WZA55fQAKAseGdqRjGQw_Q"",""AvC5XQAElcGAAn_Wr5auEg"",""-lh59ko3dxChBSZ9U7LfUw"",""n5zHIJwSXmAJQgBi0svsHw"",""-lGwMGHMC_XihFJNKCJNRg"",""nCsfMqpfOGcTFKEZ3C1_Gg"",""Dd-TkEszFMkSF-vRih51fQ"",""QgPGXQqSwxhEAY5zUq3aCg"",""CGz2QPXGx7TceWfs2ZH48w"",""WNZfkL4DBspueoGSUOMAqA"",""WrYq_Xs84Q7zm_pbn192Dw"",""Q_5X6fW5FIpWWRcxn0kgHw"",""zk_mInlLMmLLqMk6IvXm9g"",""nxWrhF_hyX0wwjrEkQX8uQ"",""8NNaJaSD60s1rDHPo4laNQ"",""Q6E66wyWs8OOC_KxDLT4MQ"",""rCx7tb3toOJUsvdOeqYY0g"",""nkN_do3fJ9xekchVC-v68A"",""KFZISl5mOUJ6bu3qCUrO-g"",""_pBzBgtCTN9PNUPfgPDI8A"",""GJovoapW2RNGa99tVYrCYQ"",""lXKjU1d7uy4aG0c5dNTATw"",""4bI4Iy6UCt9pWgOtaewbIw"",""qU7Ct1nJjLTtXc_J6YgsTA"",""_m3SyztWE_ji0wLxsL2Ycg"",""bZnjSVQApjVHrAV9jjtH_A""]","1621","Anita","4035","1597","nzsv-p1O8gCfP3XijfQrIw","2005-04-12"
"4.11","2","0","2","0","0","1","1","0","6","0","0","6","[]","10","[""wTfb2nfzPIyFcYQArdPtuQ"",""D43OWyfzIQjL8feJpYh2SQ"",""zpwWpno3U-oZaG3AJuKqSQ"",""tj20M7mdwjxMNfq2GfYluw"",""yZpzRSK00hFeLNnwOf8R1g"",""xmBSg0_ioLRxR3_QtGvofQ"",""CQZpblGIHeMlD7KqNP7J7Q"",""yWfbvo0LXhssOsH9FNJ8Jw"",""CXJqjeJ5ZwcXSvX8o9US-g"",""HkVnslspLbmATUzBs3ZdKQ"",""bNZB4YBVV6KkeISX7u4MMg"",""1T-rePv-lLJDO5gVGFyfFQ"",""LNPyE5X1K5B_flcTCH9StQ"",""xLoEhU6zvFzcc0erH7gfyg"",""1jvcbx51XDV-KEpG93q_CA"",""Cnz21ijYCVx3SYnlaLsM0Q"",""mTo7mLiCasJ5TAmWpIpqeg"",""WG0kTEJJNfT1egnunxpsvQ"",""Tf7APfEzH-UBw3r3p5JF7A"",""WyMuUvqsJN1-s6LsNIeAlQ"",""T8hiQXh12bNkrXhqXimIeg"",""zg7PG_AEaCupikuKVVM_4w"",""Z0GextkUE1rNOS06kzyo_w"",""ghZqhuOk70i0aDgXP51olw"",""J-DglanGLogNAixFCayKuw"",""q5oVhxWdO3B-DS-BkwppVA"",""EvaDj_B5cw3f8CySVYikDw"",""-gSz76_bKNJsKM2adr12yw"",""N5ICqTttK-2jLJp3vW2VKQ"",""RQlnSCjuqMnhR3Qk6j4KoA"",""AX6_NL1_GTM2tcN9jn8mQw"",""LAlH3jXZYjKj5wUWY9-hXw"",""AWt-4_RGNqz9u2T8XfOy9g"",""-uk4wYCSmjWz8vH9XkqroA"",""WJ4tw3H83yyZy0jWV6osZw"",""Nt-z5Ub5xiuIrMchNSNS3w"",""8DEyKVyplnOcSKx39vatbg"",""DUfglF6_z7JX5G7ve_DPqg"",""JYgobqQ0rFht_VzSQmvHSA"",""iIcV93pFoFl1U7F2JDKTXg"",""vbnFViQkKGThxvcENPEPgA""]","4","A","47","17","XTEmaVwAkdRyrYP45zd7iw","2011-05-15"
"4.37","595","15","595","250","4","40","189","14","409","13","94","2466","[2017,2013,2008,2012,2015,2007,2010,2016,2009,2011,2014]","62","[""pnfVIB7UhvCQ7X2K0Q2XIw"",""9Ra152y9s7T7LZLarCesMg"",""9UaQnSBUgItgJy-yZKK_CA"",""3Vd_ATdvvuVVgn_YCpz8fw"",""c7KRpENpwni-RfjRNrYfRA"",""8R-yPVsE2bHDrY6xORQ5-A"",""8SgjU2fID9VqKQooFt1DIQ"",""PcvbBOCOcs6_suRDH7TSTg"",""105tIg6brHiGDBXuGbbizA"",""Hj20fg3vyzKnJwnLn_rMqw"",""oW2bCSJ5bIHyRnoZvkHwDg"",""Q6E66wyWs8OOC_KxDLT4MQ"",""qU7Ct1nJjLTtXc_J6YgsTA"",""U_ru9s0j4MOvHE5WTl0PrQ"",""RKfETgoe0wuZds8EMDBw0Q"",""_QzZa9SOFZQbL0xi1oiDpQ"",""W-OZPeKh4R0GlywUsl09PA"",""CIZGlEw-Bp0rmkP8M6yQ9Q"",""nWh05uXTfV-L7s3iZon4Fg"",""gYjP8zOIJaXh9MrhqqzwRg"",""rqv9mIc9pj9R_b0MIm_fzg"",""M9rRM6Eo5YbKLKMG5QiIPA"",""Y_R3mRupfUQC_lbwP8_sZA"",""6q3RKPxoCV8ZxSFkILg1eg"",""A3eAIFfkvfudRM9QeEaIJw"",""LoCpepvopAzq2EKT2g4wwA"",""UVxY0iyPaqY7s4BSFtt-xA"",""BgZwJBhVWKq1Urs4rKBdiA"",""qZB8BZ2ZzMF0VfIGhttu7w"",""aDq1IKPVZXBvm_xnugv4Yg"",""bpgbVPJcG-wQ4cNBcPPIxw"",""rCWrxuRC8_pfagpchtHp6A"",""DK9eq2zjoESaXpXK7zZIUw"",""B2cLvaPisnPKHAi6OdOKCQ"",""W7Nl3wEibJ5VgFlJLvPA4Q"",""lJix8dFRFk4WvVpdRTyC0g"",""c4K55UM0pZvreFSSQUjWxQ"",""dIIKEfOgo0KqUfGQvGikPg"",""bAhga42kzGU7x67Y5qS8rA"",""O_GWZZfQx7qv-n-CN7hsIA"",""ItuRDNRUNqigtz2gf63oLQ""]","851","Rachel","743","2355","PcPminF0bIUsKjUh9e4DMQ","2007-09-08"
"3.63","1","0","1","0","0","1","1","0","0","0","1","0","[]","0","[""wxQCLMnuVYbdtmQCc2ryZg"",""FbBGk1m-HixI7flnC8WUqw"",""qgNl-ogir2Fui92JmLSj9g"",""yvqGJqrjeC0AwYs6Oecp0g"",""OS-XAEbboJ_CiPFBU8yKVw"",""qsF4rL6wEBY7eHg4VD5zcA"",""Nr1ILC3KjKmUPKrm8SEA3g"",""fn4aggSkicbxKOCNVaybaA"",""opBLkWisJQi5yqJb9mdTgw"",""AN0pN-i4NITZYtPKIr5vXQ"",""didQq47ggh7iAxd5_wkuQQ"",""sm_6b3wfMLBdTJSNkPlQBA"",""AFNmXav79eOXttbfiYc-rg"",""p4_56aETC3i2mlF5nCFcwg"",""7mjpX2eYbcCt1pcNnN3Hrw"",""I70jgmMpKH7qgqr9va28Og"",""80qYPp6Fk_jmO3334DKGGg"",""baW-EBVOGmLMuUgUdsiUpw"",""TJZ773c6IobB29sEwkBAyg"",""QSMsF78PxVYiAwwwHeZ7xA"",""FXzWdW9brueJdOwx20cveQ""]","0","Kimi","8","7","01sNxU3eAqEG2ooDCor00Q","2011-12-11"
"4.1","0","0","0","0","0","0","0","0","1","0","0","1","[]","2","[""jtM-lajwSwW65wJRaMuFxg"",""139jtJQqXrYn9lRgr4WcTA"",""GnawWxxkNPm98txP6v28XA"",""HoGhb741QfkrWh2bT3CPMA"",""kNOHi96uhGQuegbkbHMxKA"",""spTcclhiveQYKaDiEM-exQ"",""XfoD6h0fmAIZo_yoP9ZnDQ"",""w1uEa7272-ZXdiTm0aDM8A"",""RCtrUZfZxWxneBafbogGaA"",""jWFovvEnJR5oNvbsMV3HpA"",""iJd0uc_2qJ7pcITcBSWQRQ"",""P5Htoj1g65ANv7r3Wjv_Ig"",""FsjH6hjWqOLipyKgxPWQvQ"",""at8Q2a_ApVrL8U2hrqwGsg"",""hf7DjirLQA7pM81ytP2YPA"",""cEXj4ehgul6p64XA23oSzw"",""T4UO44-G0jKtufikNwj8ZA"",""O_5YnhH0frgHaCqDojbZzA"",""lmkr316cLOLjh6tvbsP5Ig"",""d38f6MEqblbq7v6zmhVibQ"",""k8WdcCoMzE1a4spaGaG9mQ"",""Yi0VnCiMcSYmZIyhf5rTTQ"",""2l5Pt9zUT1NI9309L-AGgg"",""mb2J-8owpTnx7CuhfZ2rWQ"",""eXnPliAhGE6pxfduzJyVtw"",""DDDhNR4DAniQcsWOO53fvg"",""8VHmcB5FN-M2j2GN5WEPog"",""-Pj0xvINXfi_hkgmTkHGCA"",""9CJzAgQ8z3vNt50VIKwRwQ"",""rnAn-M1NuyTvayCJU_omCQ"",""D3ErPBNQpFTRzHtRMIKlRg""]","1","Sherise -Reese-","20","1","gaa_3TrjWRBWIrMc52pMog","2011-04-15"
"3.98","2","0","2","0","0","3","2","2","2","1","3","0","[2016,2015,2017]","1","[""z0BOpyVdW2TUtrgP0sZSvA"",""GGTF7hnQi6D5W77_qiKlqg"",""ulLNJBYJz_2Pu4uG_BeqoQ"",""dGUOe2TBchiGvU1BNkmTog"",""QLgFEumhrHq6LgbEOKCzdw"",""OWAJHLaGTLJ0FSzenCrPwQ"",""hWDybu_KvYLSdEFzGrniTw"",""aXhMt_8ZDmfpr2QZ3zlmog"",""E43QxgV87Ij6KxMCHcijKw"",""sAbHdUgrjMOiQQLNh0H0YQ"",""G_nqFjq8tdurrJYQmNgQQw"",""oX5AnxFMq6YxPxmZc52NpQ"",""NRGJ4IvauajqqCbhT640cw"",""R-cHoBrDHZacf3P2C07pTw""]","0","Andrew","111","16","pTz4RTiI06ySru20pfD_mg","2012-07-18"
"4.28","2","0","2","0","0","0","0","0","1","0","1","1","[2016,2017]","4","[""TPjcMkmHGXpPpOj47YDvig"",""t4cgkk8VUnnIjzOT5qJn_g"",""sL9dYZyNLpzLD3cfTWwyOQ"",""Ux5CmiwCk2hEDc29_Y0_XA"",""edJEj384w4_09sivk6VblA"",""rNvF3ng7h3gMGK134BaNAw"",""FX6SQ1GhLf2O_J1JnrfjkQ"",""3uZkbaTpjyWqpu4LrS_Hdw"",""YttDgOC9AlM4HcAlDsbB2A"",""hPwWcCWyyIyYmkHkiCeSPw"",""a0cwFxm4rOlNVJxSaCRw5g"",""7SUXr3dr1hnclTNoph-QjA"",""rWxJKFRojGJ6GgU9WnXWHA"",""tj6BkHtt8WATGIUbzFQ33A"",""eBWDX4a5iURWg-MA97hFpg"",""cf5MBGjn-oNlvDIE7lC7wA"",""biH7RpmJs8zHU8ZaO_jVZw"",""c1kqYsH1kg1a57HZIkUDYg"",""tAR1pR6op7xz5bdW69PE_Q"",""KFabiV9-pmH1uSvlSf95iQ"",""ftim8Jl7IOS53p0XxR3D_A"",""e7o1IGApDU8ZmFfGWOepbA"",""jU3JQJ46pboIJTnLh_C1Hw"",""UQB87Neb-M6xbxT6hi9rcw"",""5cxk_eDtMKHU7YOnZHzzsQ"",""TkWzQzipb_2RM5xS6b4qOg"",""jFY4NzgrqV0V4Rj_K30mbg"",""kl_yCsj4ESbUphmpCfVvRA"",""BA7iVmAH_LA6Rmf6HfSbTA"",""aDbiLrKmq6iMRfceJ8AO_Q"",""ryqJ5re09J5u94jDVImCew"",""zaQ3CFl3fuld4X4vZrpP9A"",""-NbeVN5tnwdyYAvdNkKMjw"",""F84ATLjgbPRlg3rq2y3kdQ"",""-nNmONgjQuVrIV_zECBBQw"",""YSppzwLi7lRTJhEFAqkVnw"",""Ee7DchX4XXDIC-5AR_ypTQ"",""F_5_UNX-wrAFCXuAkBZRDw"",""1c7l8gngD75Idj7DwE-NBA"",""aIJ-2R1q5G7oqzBSgK_Vvw"",""igxHnHIvESXO4_NI3vR0UQ""]","2","Annie","68","11","nwwizmz6DeJHkS0r2EVfoA","2010-11-15"
"3.74","129","2","129","77","6","12","56","29","134","6","95","125","[2017,2016,2012,2014,2015,2011,2013]","68","[""5v2i1lqsqGxQv8XV94Uclg"",""EhwkndclyZHev3v9wo9K4A"",""AvC5XQAElcGAAn_Wr5auEg"",""2JLWQntHc3giCl6-IHWaqQ"",""6ce1NSAUt1Kr7efrLI8XQA"",""ylatRKRbJ6wcPIbLXW85kw"",""9Tr1za6vO9SxlWszXQuGTA"",""w5V4GY5Qn8WcmgZG6jEXUQ"",""cEPm78nJIayzWxLcvgHbLA"",""K73tPv89_EWRs_oo8HBn7Q"",""zg8ZIToFFVINeUFemG6LFg"",""MPkeTFBtU7dzfPc1r8fpeQ"",""M9rRM6Eo5YbKLKMG5QiIPA"",""rLgRU3lXfv9dGAEv0ISlKQ"",""unjfJawQK7uLtzo0jAPlLg"",""8ueiUseUi2qrXYeQVIy4gw"",""Rqyopl4UX2Yuksn97yR2PQ"",""Thc2zV-K-KLcvJn3fMPdqQ"",""qJwc6VUOttRB0W5qhFo5wg"",""EiT_pSuIb08oRn4CfwfMJg"",""gx_tM9RwQJNadAJvbQKYUA"",""FYuSYO1PvJU-I4Hlgio6mA"",""85954CD4JKOkPmSYyrdLSw"",""kPgNVSxXnhkyWBkqTcW45g"",""UGv6IWhpy-zwDzDIo6kwNA"",""XnlQAgKJUAQZMCxGIX9P5Q"",""vRjVhl3ONG2GfWY4NXJZbQ"",""WkrSd39E2--oit7-eNWa4w"",""x3133lbPRsll8t2lrZeApw"",""uEQ3nCdOBNOeJ0ow4Ds1vA"",""E7dNhALfxoE5OcH0ybH0Sw"",""gsicN5eyXaVA1wo3Gft51A"",""yLGdfizJIpnr3rO8ci_2ew"",""5AyaCHkJaeMLmjzu-NwZyQ"",""3ywXGq4PyUoR_XXDvK_RIA"",""yLW8OrR8Ns4X1oXJmkKYgg"",""DOvSsRXqRZe-wogYKGzHIA"",""MmEYowrsA4j3K4gc9Th53g"",""8cX_Pen0uzuhmJXFt4-wUg"",""GNOX8PWWmaeKO1_3UlTygg"",""IyIsFkVY48JWa01inv-7zA""]","105","Jeff","754","151","YTdNcIWAt2nEzZ7NY-fniw","2011-05-16"
"4.35","34","0","34","20","1","6","6","0","23","2","28","0","[2016,2015,2013,2014,2017,2012]","18","[""aW2GmH0UZPvjpex1abJFvw"",""w4g9KeHBzX8-_qiTwo7BNg"",""RlpkcJqctkKXl-LO1IAtig"",""Xxvz5g67eaCr3emnkY5M6w"",""3o0ZG12BbHBn8UeT3NUxAw"",""VuCSXCytxWRHtyLRsZC2fQ"",""pJHg-bdR2SLO_-r8FCLzEQ"",""3Uv0dGI2IXJb2OUj8R2GJA"",""wsJRGr1uiTu--BGMCTp0iw"",""u3ZPMVVEzneq8x856WksJQ"",""NfU0zDaTMEQ4-X9dbQWd9A"",""blMu35dRLe2rCYIrM16wAw"",""x7zoxuIXfaPNDl_CJOBlpA"",""Dqb34bnL4dzwZvySx--qqQ"",""wM7HTh-ixzNpZfTvFZmbuw"",""_m1ot2zZetDgjerAD2Sidg"",""wibBUgwnKlRGcoPebOGO9A"",""V45Hne3NFC9ZYYSd7BCjfg"",""WOOWamjSmE287IXliWvfVg"",""z0R494JwBcMDVt41_B2jPg"",""ktYO1_gw5-Q_BE8cNlizEQ"",""y8rcDJdocgCbiZMl3If-Uw"",""XF4QVTTq5NpzOyhGzvJlEA"",""IrlK7sgx3AsKyQSEz_kz6g"",""I1PUlhnr7SjpyrE2F5DLcw"",""1ebJJjM6lw2fDLJvjpjN7Q"",""a1x5xhZ2zpBdOfqtH9x-Kg"",""gMIibaqW5OBWFKipVL9qew"",""CcOgdfEJxgrxTAwag5k18Q"",""tExnDQdIGwyYCvHA8gu-JQ"",""oAil_gYOXUhqWnKA8SwKsw"",""JeOHA8tW7gr-FDYOcPJoeA"",""ciFYbNSdhRpHW0LofmmeEQ"",""GefiDYsb2U_-3ujGnheSpQ"",""a_YK0bJ5cPoOKH57GzGROw"",""Wom5ss-owNYkxSy_j4s39A"",""mK-muLy9-EFuLapKZJZoDg"",""DeejSMTZgiGk9H-URJX5yA"",""W8SkZ21NvK9PwWUbIbK1ZA"",""luiljhT_0MIYfe1zM2bKZg"",""STcrjP1twU03Vk6syLft7g""]","1","George","208","11","3lil3eH4skNVzI0y3vM72w","2010-02-13"
"3.85","180","23","180","139","2","27","76","44","135","12","129","280","[2015,2011,2012,2010,2013,2017,2016,2014]","152","[""WJKocp9RE0KatUwh3_DkGg"",""VtiE3eXNYtH-tb0aFCF1Pw"",""A2h-A8htZOfhJlGQNSx8LQ"",""A21q3ZenowJP27kOgnUsGQ"",""4kJxIEgk432xnp_inBhyKA"",""QrgNwyMbkdSmO4VvUv7MJQ"",""-FZBTkAZEXoP7CYvRV2ZwQ"",""yjUtVmn9QCgu-p0aG0EhgQ"",""ZMMOMP5kLoXWcm3keolHCA"",""Khh_zoydh8gcPT-rQtXFBg"",""J18ol0RI1TuyqGKFZJfh3w"",""waN6iwcphiVEoCews4f4CA"",""FIYkwZ_OCj5h57wbHnuBrw"",""PpJJSdgrtE1r2J0E8CpyoQ"",""o4tYl3Hz0oDfpNn4k02DCw"",""98v_f4MQhbAK-SKeSATEEg"",""f_dAzxitgwcKAA1WZWbLkQ"",""hUcvhpkdeekn-1hbNQVJgA"",""K73tPv89_EWRs_oo8HBn7Q"",""pTfYqd5MaTTIRHyoUZbu1Q"",""rmrDS1VYA6hySyHtiyBKQQ"",""_YXNbr4PPvEaGdrfjmzdiQ"",""qRAOR112QS6n1OpRVo0BWw"",""xNfYlJZIn6lBUc6TSlrOyQ"",""BJX99F-MoyaL3W5qXmQefg"",""qZB8BZ2ZzMF0VfIGhttu7w"",""nUYL9Uw9g2IFLPCrn7VxDA"",""6M8arqvzW9M8Y3PE2xfQgg"",""rCWrxuRC8_pfagpchtHp6A"",""jI5grCzPrcpYgqtNVygWRQ"",""wm97KC6G0resSDXTmNIMKw"",""b_hOVL43ocK8Shn91hdlHQ"",""syA7uYoDjohc7gWBWaEZmw"",""QJI9OSEn6ujRCtrX06vs1w"",""VtnCudEFLBjnxblLUAPYhA"",""AetbB5SON94n7Yy-dZiZOQ"",""yh8_9Ix1wp9dekvyOZbilQ"",""yUhDFfv34mluUTfJ9Gj-GA"",""WDpvs6U_TCx4799oxXcnag"",""Thc2zV-K-KLcvJn3fMPdqQ"",""fJlCRA7zVRW2zcuKGUhCMA""]","193","Cindy","1004","314","y3IH1jtMxGkSvZYnCnh5Yg","2009-07-06"
"4.08","26","1","26","16","0","2","16","14","14","1","8","147","[2013,2014,2016,2017,2012]","18","[""2OLYtOMhPyGvieyluzgtQA"",""uPz1E1Pnedsl6EeTyElR5A"",""AvC5XQAElcGAAn_Wr5auEg"",""ttZSRwCZiFMXwUO2Vr9pBg"",""q46YaTetQVrjKzQz_mJjWA"",""GGTF7hnQi6D5W77_qiKlqg"",""mgX7RiyezBMCTMIhNhUfaw"",""x6BbbotUNpCEe5pWfAoBnw"",""X3h37GG6Za3qhVZiOnzIcw"",""-Cu-hgGJkLaRFNWQYMSq6A"",""MyFtpeGsV4z3zvFBnfGIvw"",""n1lSz_ntWmlD_t5kJQ-zpQ"",""ysJov7uzU832sYwjP4qayA"",""2oaOWsfZjwA7a_yZETLdkg"",""-zZjlg7HfFrjPT6_5-yJlg"",""MFJjJKZRm26asUA9D74juw"",""eAQB_zT00ST3w1s965l4ug"",""WMRps9EKpufdME9nA67cRA"",""8c3bIPBXoFdyrIwUgJ-2DA"",""EtBYV4tWrKH6jR0RCwV_JA"",""YF-hIz4YiF0mQ1ouJ-fBjA"",""xAn9rQHLv_-i3NEhpg0meA"",""GbNQMoMiYGYfGNwMH2OV1w"",""l9i6eupjzPDyfVJoUrHyOw"",""wnFWoQ63F9-ohUQ-C0AeIw"",""4paWpLov6LjpsNNgE1fhSg"",""62GNFh5FySkA3MbrQmnqvg"",""dt1lyscFrlqW89CTB71IOw"",""RsmcsC_A1shrZPt3l0DzGQ"",""C3wJYcNbb1aA1upSAOdBeA"",""xftR_TYzJOr0q0_boKVctw"",""5OogBR0kD0YR6v6Y0PI4eg"",""hg9nHKYhRUSKWwgnXgn6Jg"",""gh6ZR8r00aYgrf2wKggdwQ"",""VbfaQcyRqSZ0rGvhgg-3Fw"",""vY5HipKWEmjpjJIFkId44A"",""oIxsWOWytMmV4bf_ffo01w"",""hpwtfwzLFdeYq4yAJ6d-bQ"",""M3-G-j5yZ3xaq4-zJkFnqQ"",""jfaz1aQqnkbtzQfQyCE8IA"",""qUL3CdRRF1vedNvaq06rIA""]","117","Michelle","209","234","i_EASSNcEqc1JrfdBjBeVw","2012-02-02"
"3.72","2","1","2","3","0","1","2","1","2","0","3","17","[]","3","[""jtM-lajwSwW65wJRaMuFxg"",""omzK_8C8RdZoulHbC8t3Ug"",""jCUqHcg4xvFtsG6ah6RcRA"",""uaFOvyGPRvSETSS6Lk8-5A"",""IVMyXI7PoDXcp2mc8Qsaxw"",""oqTZC9WriodTCby6jl0LfQ"",""yuW95jpipnokAZ97cESZUg"",""JZsDEj8EnFppjzoAFKm-mQ"",""EWzHtuOEmQ52he0H9r-ECg"",""bzU8Cl6B9nqV1i5NReobvw"",""Q6QX-kpKUHfeWoQPxITVaA"",""KWdKeC_ePHdVSW43PcVpJA"",""Q7IoE5m2heQKThuVq3SYFA"",""qewG3X2O4X6JKskxyyqFwQ"",""cLpEF6tYYhW5rPqyLw9-lA""]","16","Christina","25","16","rPGnKucLyBmGtRJSqsa9Rg","2011-11-27"
"4.24","7","0","7","9","0","0","2","0","3","0","4","3","[2011,2012]","6","[""3lil3eH4skNVzI0y3vM72w"",""f_99qFbcLJQgJ9Q5O60aRA"",""W45d53y0Hdad_9D-LWMs8w"",""NfU0zDaTMEQ4-X9dbQWd9A"",""a1x5xhZ2zpBdOfqtH9x-Kg"",""VOUnXOlll52vwQcJK1tm8A"",""xJEpQXgkeeZsBFivohgJKg"",""ciFYbNSdhRpHW0LofmmeEQ"",""l7___BEjqb4HprjyytpMxw"",""BjtJ3VkMOxV2Lan037AFuw"",""AchU1NlULl0QzkqqWAOtKQ"",""zuQM01AUldHVO9jP4TGFWA"",""hjcOqlZLCvOQvwMdLsiOcw""]","9","Gini","63","6","aW2GmH0UZPvjpex1abJFvw","2008-09-06"
"4.19","30","2","30","15","0","5","10","1","34","4","14","364","[2016,2015,2017,2009]","30","[""_1VPTCgxTL6CL3b1Gf6xgQ"",""xOgutL9P56EX2F6z9MJN8Q"",""nkN_do3fJ9xekchVC-v68A"",""vPXuKul3kI4t4G4QgQ9_HQ"",""djxnI8Ux8ZYQJhiOQkrRhA"",""hyL8xZ-94jXcaqQt5hS14Q"",""FthHGmL7oGrCXwfFUOcbdA"",""Lb37hatAjI3fgHEh2lMNEw"",""bozvcy7kl2kJ2mBdKVxyUg"",""9gD9ECjyK8DdJS1_yA9SXw"",""RYCs_CBpZKY4_aKfbhZM3g"",""VFdZFBgTpwTNf9lKP6QZXA"",""nKWl2DdHbp6ZbQ12uqp1qQ"",""Ci5aHpAdMGlhXpN_LI7qaw"",""gfR80SvOyWL45S8vPMZxNw"",""irkLTpGy-NJjJDgkqZXC4A"",""F_5_UNX-wrAFCXuAkBZRDw""]","215","Tasha","759","469","irFk4niiXe5iR-C7mgjy_w","2008-01-25"
"3.83","6","0","6","9","0","4","2","0","12","0","8","10","[2014,2016,2015,2013]","10","[""3jhMIvdKIhPRLx7CoKQtzA"",""3NUBrMWfwn8MZm6LYBjEcg"",""u3ZPMVVEzneq8x856WksJQ"",""RqTl3f3ZIhrjILKJFCEKDw"",""Xxvz5g67eaCr3emnkY5M6w"",""jrMxBHW3SlUGVGYWvPsHWA"",""NfU0zDaTMEQ4-X9dbQWd9A"",""ThTusOCyFG1Isc5Op8f-Jw"",""xywXoLnG7qWIayFu8oZQgQ"",""Z1t1QUYG8Pwuv7YDTYH-PQ"",""f-ysez9SJSosLUON1BihWg"",""QXR5PpLjxj_n22PKlORLDA"",""SgiORk6xC9OxIhzrGcPv1g"",""xGB0OdOFpwhvhB3ttjz31Q"",""_WTuLIqtuDYIWy6D8HVyQA"",""0wBTSc0i-QFVDa_uRLzoZg"",""y8rcDJdocgCbiZMl3If-Uw"",""TTMo75zf7dRnAlV-VgMYSA"",""NJqmAzerpbAIC0-VBclwgA"",""avvaFHQKbdAIsklYfC0vWw"",""7KfPI_otF_Lw27dL_y0aag"",""chZn2T7LpXy3Z3qh1ZoSMA"",""dgJiQm-f33AEOjJAzdCodw"",""X187Nh15l2YESRRcEruY6Q"",""MmlJSLDg-IFaeXb5wdJbgg"",""xUxXl1wxsnTtzjhM8hnM1w""]","14","Eric","164","34","7uEuP9iJEzCshvDKS7_n8w","2011-08-29"
